,ret_1m,ret_3m,ret_6m,ret_12m
1871-01-31,0.013514,0.067568,0.065315,0.094595
1871-02-28,0.024444,0.080000,0.064444,0.084444
1871-03-31,0.028200,0.045553,0.049892,0.093275
1871-04-30,0.025316,-0.002110,-0.031646,0.092827
1871-05-31,-0.008230,-0.014403,-0.045267,0.065844
1871-06-30,-0.018672,0.004149,-0.016598,0.064315
1871-07-31,0.012685,-0.029598,0.027484,0.078224
1871-08-31,0.010438,-0.031315,0.018789,0.052192
1871-09-30,-0.051653,-0.020661,0.041322,0.022727
1871-10-31,0.010893,0.058824,0.128540,0.082789
1871-11-30,0.021552,0.051724,0.116379,0.066810
1871-12-31,0.025316,0.063291,0.082278,0.069620
1872-01-31,0.004115,0.065844,0.049383,0.051440
1872-02-29,0.032787,0.061475,0.032787,0.055328
1872-03-31,0.027778,0.017857,-0.017857,0.013889
1872-04-30,0.000000,-0.015444,-0.040541,-0.027027
1872-05-31,-0.009653,-0.027027,-0.044402,-0.025097
1872-06-30,-0.005848,-0.035088,-0.011696,-0.029240
1872-07-31,-0.011765,-0.025490,0.001961,-0.025490
1872-08-31,-0.017857,-0.017857,0.021825,-0.013889
1872-09-30,0.004040,0.024242,0.032323,-0.072727
1872-10-31,-0.004024,0.028169,0.014085,-0.156942
1872-11-30,0.024242,0.040404,0.020202,-0.183838
1872-12-31,0.007890,0.007890,-0.017751,-0.128205
1873-01-31,0.007828,-0.013699,-0.027397,-0.088063
1873-02-28,-0.007767,-0.019417,-0.034951,-0.067961
1873-03-31,-0.013699,-0.025440,-0.101761,-0.074364
1873-04-30,0.001984,-0.013889,-0.168651,-0.087302
1873-05-31,-0.013861,-0.015842,-0.200000,-0.112871
1873-06-30,-0.002008,-0.078313,-0.112450,-0.104418
1873-07-31,0.000000,-0.156942,-0.062374,-0.102616
1873-08-31,-0.076459,-0.187123,-0.034205,-0.100604
1873-09-30,-0.087146,-0.037037,0.030501,-0.010893
1873-10-31,-0.035800,0.112172,0.097852,0.081146
1873-11-30,0.094059,0.188119,0.108911,0.131188
1873-12-31,0.054299,0.070136,0.009050,0.027149
1874-01-31,0.030043,-0.012876,-0.042918,-0.025751
1874-02-28,-0.014583,-0.066667,-0.068750,-0.056250
1874-03-31,-0.027484,-0.057082,-0.040169,-0.029598
1874-04-30,-0.026087,-0.030435,-0.015217,0.010870
1874-05-31,-0.004464,-0.002232,0.020089,-0.002232
1874-06-30,0.000000,0.017937,0.017937,-0.017937
1874-07-31,0.002242,0.015695,0.017937,-0.015695
1874-08-31,0.015660,0.022371,0.013423,-0.013423
1874-09-30,-0.002203,0.000000,0.011013,-0.037445
1874-10-31,0.008830,0.002208,0.026490,-0.050773
1874-11-30,-0.006565,-0.008753,-0.021882,-0.043764
1874-12-31,0.000000,0.011013,-0.035242,-0.037445
1875-01-31,-0.002203,0.024229,-0.033040,-0.017621
1875-02-28,0.013245,-0.013245,-0.026490,-0.002208
1875-03-31,0.013072,-0.045752,-0.047930,-0.017429
1875-04-30,-0.038710,-0.055914,-0.075269,-0.066667
1875-05-31,-0.020134,-0.013423,-0.022371,-0.064877
1875-06-30,0.002283,-0.002283,-0.002283,-0.052511
1875-07-31,0.004556,-0.020501,0.015945,-0.066059
1875-08-31,-0.009070,-0.009070,0.024943,-0.108844
1875-09-30,-0.016018,0.000000,0.032037,-0.155606
1875-10-31,0.016279,0.037209,0.009302,-0.146512
1875-11-30,0.000000,0.034325,-0.043478,-0.176201
1875-12-31,0.020595,0.032037,-0.050343,-0.180778
1876-01-31,0.013453,-0.026906,-0.080717,-0.204036
1876-02-29,-0.002212,-0.075221,-0.130531,-0.261062
1876-03-31,-0.037694,-0.079823,-0.181818,-0.297118
1876-04-30,-0.036866,-0.055300,-0.154378,-0.322581
1876-05-31,-0.007177,-0.059809,-0.138756,-0.296651
1876-06-30,-0.012048,-0.110843,-0.137349,-0.342169
1876-07-31,-0.041463,-0.104878,-0.134146,-0.304878
1876-08-31,-0.061069,-0.083969,-0.150127,-0.223919
1876-09-30,-0.005420,-0.029810,-0.140921,-0.121951
1876-10-31,-0.019074,-0.032698,-0.198910,-0.098093
1876-11-30,-0.005556,-0.072222,-0.183333,-0.094444
1876-12-31,-0.008380,-0.114525,-0.237430,-0.092179
1877-01-31,-0.059155,-0.171831,-0.197183,-0.084507
1877-02-28,-0.050898,-0.119760,-0.086826,-0.047904
1877-03-31,-0.072555,-0.138801,0.022082,0.022082
1877-04-30,0.000000,-0.030612,0.125850,0.132653
1877-05-31,-0.071429,0.037415,0.108844,0.136054
1877-06-30,0.043956,0.186813,0.190476,0.249084
1877-07-31,0.070175,0.161404,0.140351,0.221053
1877-08-31,0.062295,0.068852,0.042623,0.131148
1877-09-30,0.021605,0.003086,0.000000,0.086420
1877-10-31,-0.015106,-0.018127,0.006042,0.051360
1877-11-30,-0.003067,-0.024540,0.024540,0.064417
1877-12-31,0.000000,-0.003077,0.049231,0.061538
1878-01-31,-0.021538,0.024615,0.070769,0.101538
1878-02-28,0.018868,0.050314,0.084906,0.166667
1878-03-31,0.027778,0.052469,0.086420,0.126543
1878-04-30,0.003003,0.045045,0.045045,0.132132
1878-05-31,0.020958,0.032934,0.038922,0.179641
1878-06-30,0.020528,0.032258,0.011730,0.161290
1878-07-31,-0.008621,0.000000,0.028736,0.160920
1878-08-31,0.020290,0.005797,0.075362,0.179710
1878-09-30,-0.011364,-0.019886,0.036932,0.198864
1878-10-31,-0.002874,0.028736,0.083333,0.344828
1878-11-30,-0.005764,0.069164,0.135447,0.420749
1878-12-31,0.037681,0.057971,0.147826,0.426087
1879-01-31,0.036313,0.053073,0.128492,0.427374
1879-02-28,-0.016173,0.061995,0.097035,0.401617
1879-03-31,0.032877,0.084932,0.156164,0.452055
1879-04-30,0.045093,0.071618,0.241379,0.374005
1879-05-31,0.005076,0.032995,0.251269,0.210660
1879-06-30,0.020202,0.065657,0.242424,0.209596
1879-07-31,0.007426,0.158416,0.264851,0.240099
1879-08-31,0.036855,0.211302,0.277641,0.275184
1879-09-30,0.109005,0.165877,0.255924,0.227488
1879-10-31,0.053419,0.091880,0.106838,0.138889
1879-11-30,-0.002028,0.054767,-0.032454,0.137931
1879-12-31,0.038618,0.077236,-0.026423,0.186992
1880-01-31,0.017613,0.013699,-0.019569,0.211350
1880-02-29,0.019231,-0.082692,-0.001923,0.186538
1880-03-31,-0.022642,-0.096226,-0.022642,0.177358
1880-04-30,-0.079151,-0.032819,0.028958,0.200772
1880-05-31,0.004193,0.088050,0.176101,0.362683
1880-06-30,0.045929,0.081420,0.219207,0.373695
1880-07-31,0.035928,0.063872,0.235529,0.267465
1880-08-31,-0.001927,0.080925,0.188825,0.194605
1880-09-30,0.028958,0.127413,0.204633,0.206564
1880-10-31,0.052533,0.161351,0.166979,0.153846
1880-11-30,0.040998,0.099822,0.158645,0.103387
1880-12-31,0.059932,0.068493,0.126712,0.029110
1881-01-31,-0.003231,0.004847,0.025848,-0.043619
1881-02-28,0.011345,0.053485,0.004862,-0.061588
1881-03-31,-0.003205,0.054487,0.001603,-0.073718
1881-04-30,0.045016,0.020900,-0.011254,-0.070740
1881-05-31,0.012308,-0.046154,-0.047692,-0.121538
1881-06-30,-0.034954,-0.050152,-0.086626,-0.136778
1881-07-31,-0.023622,-0.031496,-0.067717,-0.055118
1881-08-31,0.008065,-0.001613,-0.066129,-0.003226
1881-09-30,-0.016000,-0.038400,-0.075200,-0.001600
1881-10-31,0.006504,-0.037398,-0.060163,-0.013008
1881-11-30,-0.029079,-0.064620,-0.077544,-0.061389
1881-12-31,-0.014975,-0.038270,-0.054908,-0.028286
1882-01-31,-0.021959,-0.023649,0.013514,-0.018581
1882-02-28,-0.001727,-0.013817,0.067358,-0.018998
1882-03-31,0.000000,-0.017301,0.079585,-0.005190
1882-04-30,-0.012111,0.038062,0.050173,0.015571
1882-05-31,-0.005254,0.082312,0.017513,0.010508
1882-06-30,0.056338,0.098592,0.028169,0.024648
1882-07-31,0.030000,0.011667,-0.031667,-0.045000
1882-08-31,0.009709,-0.059871,-0.080906,-0.114887
1882-09-30,-0.027244,-0.064103,-0.078526,-0.113782
1882-10-31,-0.042834,-0.042834,-0.032949,-0.113674
1882-11-30,0.005164,-0.022375,-0.006885,-0.060241
1882-12-31,-0.005137,-0.015411,-0.003425,-0.085616
1883-01-31,-0.022375,0.010327,-0.013769,-0.108434
1883-02-28,0.012324,0.015845,-0.036972,-0.063380
1883-03-31,0.020870,0.012174,-0.038261,-0.078261
1883-04-30,-0.017036,-0.023850,-0.083475,-0.137990
1883-05-31,0.008666,-0.051993,-0.053726,-0.194107
1883-06-30,-0.015464,-0.049828,-0.082474,-0.233677
1883-07-31,-0.045375,-0.061082,-0.095986,-0.221640
1883-08-31,0.010969,-0.001828,-0.027422,-0.133455
1883-09-30,-0.027125,-0.034358,-0.041591,-0.169982
1883-10-31,0.014870,-0.037175,-0.059480,-0.174721
1883-11-30,-0.021978,-0.025641,-0.148352,-0.203297
1883-12-31,-0.029963,-0.007491,-0.164794,-0.187266
1884-01-31,0.027027,-0.023166,-0.138996,-0.181467
1884-02-29,-0.003759,-0.125940,-0.109023,-0.178571
1884-03-31,-0.045283,-0.158491,-0.133962,-0.173585
1884-04-30,-0.081028,-0.118577,-0.122530,-0.136364
1884-05-31,-0.040860,0.019355,-0.064516,-0.070968
1884-06-30,0.000000,0.029148,-0.026906,-0.035874
1884-07-31,0.062780,-0.004484,-0.049327,0.000000
1884-08-31,-0.031646,-0.082278,-0.078059,-0.006329
1884-09-30,-0.032680,-0.054466,-0.045752,0.013072
1884-10-31,-0.020270,-0.045045,-0.015766,0.108108
1884-11-30,-0.002299,0.004598,-0.006897,0.204598
1884-12-31,-0.023041,0.009217,-0.009217,0.198157
1885-01-31,0.030660,0.030660,0.051887,0.226415
1885-02-28,0.002288,-0.011442,0.077803,0.212815
1885-03-31,-0.002283,-0.018265,0.061644,0.184932
1885-04-30,-0.011442,0.020595,0.125858,0.171625
1885-05-31,-0.004630,0.090278,0.212963,0.162037
1885-06-30,0.037209,0.081395,0.209302,0.220930
1885-07-31,0.056054,0.103139,0.165919,0.195067
1885-08-31,-0.012739,0.112527,0.125265,0.140127
1885-09-30,0.058065,0.118280,0.116129,0.184946
1885-10-31,0.065041,0.056911,0.040650,0.148374
1885-11-30,-0.007634,0.011450,-0.041985,0.104962
1885-12-31,0.000000,-0.001923,0.009615,0.084615
1886-01-31,0.019231,-0.015385,0.025000,0.073077
1886-02-28,-0.020755,-0.052830,0.013208,0.045283
1886-03-31,-0.013487,0.011561,0.061657,0.092486
1886-04-30,-0.019531,0.041016,0.103516,0.132812
1886-05-31,0.045817,0.069721,0.153386,0.175299
1886-06-30,0.015238,0.049524,0.074286,0.091429
1886-07-31,0.007505,0.060038,0.046904,0.048780
1886-08-31,0.026071,0.078212,0.031657,0.014898
1886-09-30,0.025408,0.023593,0.029038,-0.023593
1886-10-31,0.024779,-0.012389,0.026549,-0.079646
1886-11-30,-0.025907,-0.043178,0.018998,-0.084629
1886-12-31,-0.010638,0.005319,0.015957,-0.065603
1887-01-31,-0.007168,0.039427,0.001792,-0.048387
1887-02-28,0.023466,0.064982,-0.016245,-0.046931
1887-03-31,0.022928,0.010582,-0.051146,-0.104056
1887-04-30,0.017241,-0.036207,-0.103448,-0.120690
1887-05-31,-0.028814,-0.076271,-0.101695,-0.123729
1887-06-30,-0.024433,-0.061082,-0.080279,-0.125654
1887-07-31,-0.025045,-0.069767,-0.050089,-0.080501
1887-08-31,-0.012844,-0.027523,-0.031193,-0.036697
1887-09-30,-0.033457,-0.020446,-0.055762,0.000000
1887-10-31,0.019231,0.021154,-0.019231,0.028846
1887-11-30,-0.005660,-0.003774,-0.024528,-0.011321
1887-12-31,0.007590,-0.036053,-0.049336,-0.024668
1888-01-31,-0.005650,-0.039548,-0.032015,-0.013183
1888-02-29,-0.037879,-0.020833,-0.005682,0.003788
1888-03-31,0.003937,-0.013780,0.059055,0.021654
1888-04-30,0.013725,0.007843,0.049020,0.015686
1888-05-31,-0.030948,0.015474,0.013540,0.029014
1888-06-30,0.025948,0.073852,0.025948,0.079840
1888-07-31,0.021401,0.040856,0.019455,0.031128
1888-08-31,0.024762,-0.001905,0.009524,0.022857
1888-09-30,-0.005576,-0.044610,-0.035316,0.022305
1888-10-31,-0.020561,-0.020561,-0.031776,0.009346
1888-11-30,-0.019084,0.011450,0.015267,0.020992
1888-12-31,0.019455,0.009728,0.052529,0.035019
1889-01-31,0.011450,-0.011450,0.011450,0.026718
1889-02-28,-0.020755,0.003774,0.013208,0.003774
1889-03-31,-0.001927,0.042389,0.059730,0.017341
1889-04-30,0.027027,0.023166,0.042471,0.040541
1889-05-31,0.016917,0.009398,0.005639,0.056391
1889-06-30,-0.020333,0.016636,-0.016636,0.031423
1889-07-31,0.013208,0.018868,0.015094,0.045283
1889-08-31,0.024209,-0.003724,-0.009311,0.007449
1889-09-30,-0.018182,-0.032727,-0.040000,-0.032727
1889-10-31,-0.009259,-0.003704,-0.001852,-0.059259
1889-11-30,-0.005607,-0.005607,0.050467,-0.119626
1889-12-31,0.011278,-0.007519,0.048872,-0.135338
1890-01-31,-0.011152,0.001859,0.029740,-0.100372
1890-02-28,-0.007519,0.056391,0.016917,-0.078947
1890-03-31,0.020833,0.056818,0.007576,-0.089015
1890-04-30,0.042672,0.027829,-0.057514,-0.077922
1890-05-31,-0.007117,-0.037367,-0.161922,-0.119217
1890-06-30,-0.007168,-0.046595,-0.175627,-0.130824
1890-07-31,-0.023466,-0.083032,-0.126354,-0.138989
1890-08-31,-0.016636,-0.129390,-0.094270,-0.088725
1890-09-30,-0.045113,-0.135338,-0.095865,0.001880
1890-10-31,-0.072835,-0.047244,-0.021654,0.049213
1890-11-30,-0.023355,0.040340,0.050955,0.114650
1890-12-31,0.052174,0.045652,0.054348,0.176087
1891-01-31,0.012397,0.026860,-0.014463,0.138430
1891-02-28,-0.018367,0.010204,0.006122,0.126531
1891-03-31,0.033264,0.008316,0.108108,0.160083
1891-04-30,-0.004024,-0.040241,0.072435,0.120724
1891-05-31,-0.020202,-0.004040,0.060606,0.125253
1891-06-30,-0.016495,0.098969,0.115464,0.142268
1891-07-31,0.033543,0.117400,0.155136,0.161426
1891-08-31,0.081136,0.064909,0.119675,0.139959
1891-09-30,0.000000,0.015009,0.046904,0.028143
1891-10-31,-0.015009,0.033771,0.045028,0.048780
1891-11-30,0.030476,0.051429,0.060952,0.060952
1891-12-31,0.018484,0.031423,0.024030,0.018484
1892-01-31,0.001815,0.010889,0.005445,0.018149
1892-02-29,0.010870,0.009058,0.018116,-0.001812
1892-03-31,-0.001792,-0.007168,-0.017921,-0.048387
1892-04-30,0.000000,-0.005386,0.003591,-0.046679
1892-05-31,-0.005386,0.008977,0.000000,-0.131059
1892-06-30,0.000000,-0.010830,-0.005415,-0.167870
1892-07-31,0.014440,0.009025,0.012635,-0.245487
1892-08-31,-0.024911,-0.008897,-0.019573,-0.274021
1892-09-30,0.020073,0.005474,-0.031022,-0.202555
1892-10-31,-0.003578,0.003578,-0.050089,-0.194991
1892-11-30,-0.010772,-0.010772,-0.131059,-0.179533
1892-12-31,0.018149,-0.036298,-0.163339,-0.199637
1893-01-31,-0.017825,-0.053476,-0.254902,-0.229947
1893-02-28,-0.036298,-0.121597,-0.259528,-0.205082
1893-03-31,0.000000,-0.131827,-0.177024,-0.150659
1893-04-30,-0.088512,-0.212806,-0.152542,-0.139360
1893-05-31,-0.047521,-0.157025,-0.055785,-0.090909
1893-06-30,-0.093275,-0.052061,-0.043384,-0.058568
1893-07-31,-0.023923,0.076555,0.033493,0.016746
1893-08-31,0.071078,0.120098,0.073529,0.080882
1893-09-30,0.029748,0.009153,0.032037,0.025172
1893-10-31,0.015556,-0.040000,0.015556,-0.035556
1893-11-30,-0.035011,-0.041575,-0.037199,-0.050328
1893-12-31,-0.020408,0.022676,-0.015873,-0.024943
1894-01-31,0.013889,0.057870,-0.016204,-0.016204
1894-02-28,0.029680,0.004566,0.006849,-0.043379
1894-03-31,0.013304,-0.037694,-0.006652,-0.070953
1894-04-30,-0.037199,-0.070022,-0.050328,-0.043764
1894-05-31,-0.013636,0.002273,-0.013636,0.047727
1894-06-30,-0.020737,0.032258,-0.009217,0.082949
1894-07-31,0.037647,0.021176,0.000000,0.110588
1894-08-31,0.015873,-0.015873,-0.049887,0.086168
1894-09-30,-0.031250,-0.040179,-0.064732,0.075893
1894-10-31,0.000000,-0.020737,0.006912,0.094470
1894-11-30,-0.009217,-0.034562,0.062212,0.057604
1894-12-31,-0.011628,-0.025581,0.093023,0.004651
1895-01-31,-0.014118,0.028235,0.110588,0.004706
1895-02-28,0.000000,0.100239,0.143198,0.062053
1895-03-31,0.042959,0.121718,0.150358,0.045346
1895-04-30,0.054920,0.080092,0.086957,0.011442
1895-05-31,0.019523,0.039046,-0.004338,-0.045553
1895-06-30,0.004255,0.025532,-0.080851,-0.080851
1895-07-31,0.014831,0.006356,-0.095339,-0.144068
1895-08-31,0.006263,-0.041754,-0.070981,-0.204593
1895-09-30,-0.014523,-0.103734,-0.091286,-0.168050
1895-10-31,-0.033684,-0.101053,-0.069474,-0.136842
1895-11-30,-0.058824,-0.030501,-0.041394,-0.045752
1895-12-31,-0.011574,0.013889,0.000000,-0.023148
1896-01-31,0.042155,0.035129,-0.053864,-0.011710
1896-02-29,-0.015730,-0.011236,-0.143820,-0.060674
1896-03-31,0.009132,-0.013699,-0.084475,-0.043379
1896-04-30,-0.004525,-0.085973,-0.072398,-0.081448
1896-05-31,-0.018182,-0.134091,-0.004545,-0.072727
1896-06-30,-0.064815,-0.071759,-0.023148,-0.011574
1896-07-31,-0.056931,0.014851,0.044554,0.103960
1896-08-31,0.052493,0.149606,0.097113,0.246719
1896-09-30,0.022444,0.052369,0.044888,0.241895
1896-10-31,0.068293,0.029268,-0.009756,0.175610
1896-11-30,-0.036530,-0.045662,-0.068493,0.061644
1896-12-31,0.000000,-0.007109,0.011848,0.125592
1897-01-31,-0.009479,-0.037915,0.056872,0.156398
1897-02-28,0.002392,-0.023923,0.136364,0.165072
1897-03-31,-0.031026,0.019093,0.188544,0.109785
1897-04-30,0.004926,0.098522,0.187192,0.125616
1897-05-31,0.046569,0.164216,0.139706,0.193627
1897-06-30,0.044496,0.166276,0.112412,0.185012
1897-07-31,0.065022,0.080717,0.094170,0.139013
1897-08-31,0.048421,-0.021053,0.025263,0.109474
1897-09-30,-0.032129,-0.046185,-0.066265,0.056225
1897-10-31,-0.035270,0.012448,-0.051867,0.068465
1897-11-30,0.021505,0.047312,0.047312,0.144086
1897-12-31,0.027368,-0.021053,0.065263,0.189474
1898-01-31,-0.002049,-0.063525,0.040984,0.245902
1898-02-28,-0.045175,0.000000,0.082136,0.295688
1898-03-31,-0.017204,0.088172,0.131183,0.376344
1898-04-30,0.065646,0.111597,0.126915,0.417943
1898-05-31,0.039014,0.082136,0.092402,0.275154
1898-06-30,0.003953,0.039526,0.116601,0.199605
1898-07-31,0.037402,0.013780,0.196850,0.236220
1898-08-31,-0.001898,0.009488,0.197343,0.222011
1898-09-30,-0.020913,0.074144,0.216730,0.211027
1898-10-31,0.033010,0.180583,0.258252,0.231068
1898-11-30,0.062030,0.186090,0.167293,0.214286
1898-12-31,0.076106,0.132743,0.074336,0.065487
1899-01-31,0.037829,0.065789,0.032895,0.003289
1899-02-28,0.014263,-0.015848,0.020602,-0.015848
1899-03-31,0.012500,-0.051563,-0.004688,-0.021875
1899-04-30,-0.041667,-0.030864,-0.021605,-0.021605
1899-05-31,-0.022544,0.037037,0.040258,-0.027375
1899-06-30,0.034596,0.049423,-0.008237,-0.034596
1899-07-31,0.025478,0.009554,-0.028662,-0.066879
1899-08-31,-0.010870,0.003106,-0.035714,-0.077640
1899-09-30,-0.004710,-0.054945,-0.017268,-0.089482
1899-10-31,0.018927,-0.037855,0.000000,-0.052050
1899-11-30,-0.068111,-0.038700,-0.065015,0.003096
1899-12-31,0.013289,0.039867,-0.026578,0.141196
1900-01-31,0.018033,0.039344,-0.039344,0.159016
1900-02-28,0.008052,-0.027375,-0.043478,0.167472
1900-03-31,0.012780,-0.063898,-0.073482,0.199681
1900-04-30,-0.047319,-0.075710,-0.052050,0.283912
1900-05-31,-0.029801,-0.016556,0.072848,0.279801
1900-06-30,0.000000,-0.010239,0.172355,0.450512
1900-07-31,0.013652,0.025597,0.206485,0.353242
1900-08-31,-0.023569,0.090909,0.220539,0.353535
1900-09-30,0.036207,0.184483,0.294828,0.379310
1900-10-31,0.078203,0.176373,0.354409,0.316140
1900-11-30,0.060185,0.118827,0.192901,0.246914
1900-12-31,0.029112,0.093159,0.237263,0.157205
1901-01-31,0.025460,0.151344,0.121641,0.148515
1901-02-28,0.035862,0.066207,0.108966,0.129655
1901-03-31,0.083888,0.131824,0.065246,0.091877
1901-04-30,-0.050369,-0.025799,-0.028256,0.041769
1901-05-31,0.099612,0.040103,0.045278,0.094437
1901-06-30,-0.067059,-0.058824,-0.064706,-0.010588
1901-07-31,0.013871,-0.002522,0.023960,0.084489
1901-08-31,-0.004975,0.004975,0.018657,0.098259
1901-09-30,-0.011250,-0.006250,0.025000,0.106250
1901-10-31,0.021492,0.026549,0.072061,0.083439
1901-11-30,-0.016089,0.013614,0.047030,0.019802
1901-12-31,0.021384,0.031447,0.057862,0.012579
1902-01-31,0.008621,0.044335,0.059113,0.041872
1902-02-28,0.001221,0.032967,0.078144,0.026862
1902-03-31,0.034146,0.025610,0.079268,-0.014634
1902-04-30,-0.002358,0.014151,0.010613,-0.086085
1902-05-31,-0.005910,0.043735,-0.026005,-0.101655
1902-06-30,0.022592,0.052319,-0.042806,-0.146254
1902-07-31,0.026744,-0.003488,-0.016279,-0.203488
1902-08-31,0.002265,-0.066818,-0.047565,-0.249151
1902-09-30,-0.031638,-0.090395,-0.087006,-0.268927
1902-10-31,-0.038506,-0.012835,-0.095683,-0.269545
1902-11-30,-0.023058,0.020631,-0.077670,-0.237864
1902-12-31,0.050932,0.003727,-0.108075,-0.183851
1903-01-31,-0.005910,-0.083924,-0.190307,-0.210402
1903-02-28,-0.039239,-0.096314,-0.211653,-0.227111
1903-03-31,-0.040842,-0.111386,-0.199257,-0.198020
1903-04-30,-0.019355,-0.116129,-0.192258,-0.143226
1903-05-31,-0.055263,-0.127632,-0.173684,-0.144737
1903-06-30,-0.045961,-0.098886,-0.084958,-0.093315
1903-07-31,-0.032117,-0.086131,-0.024818,-0.010219
1903-08-31,-0.024133,-0.052790,-0.019608,0.057315
1903-09-30,-0.032457,0.015456,0.001546,0.131376
1903-10-31,0.003195,0.067093,0.060703,0.238019
1903-11-30,0.046178,0.035032,0.035032,0.300955
1903-12-31,0.016743,-0.013699,-0.009132,0.255708
1904-01-31,-0.026946,-0.005988,0.014970,0.261976
1904-02-29,-0.003077,0.000000,0.078462,0.353846
1904-03-31,0.024691,0.004630,0.129630,0.396605
1904-04-30,-0.021084,0.021084,0.167169,0.346386
1904-05-31,0.001538,0.078462,0.256923,0.307692
1904-06-30,0.041475,0.124424,0.267281,0.321045
1904-07-31,0.033923,0.143068,0.243363,0.308260
1904-08-31,0.044223,0.165478,0.255350,0.312411
1904-09-30,0.058743,0.127049,0.236339,0.260929
1904-10-31,0.054194,0.087742,0.153548,0.207742
1904-11-30,0.009792,0.077111,0.040392,0.139535
1904-12-31,0.021818,0.096970,0.042424,0.156364
1905-01-31,0.043891,0.060498,0.052195,0.170819
1905-02-28,0.028409,-0.034091,0.045455,0.113636
1905-03-31,-0.012155,-0.049724,0.019890,0.056354
1905-04-30,-0.049217,-0.007830,0.046980,0.054810
1905-05-31,0.011765,0.082353,0.095294,0.080000
1905-06-30,0.031395,0.073256,0.109302,0.081395
1905-07-31,0.037204,0.055242,0.112740,0.021421
1905-08-31,0.003261,0.011957,0.065217,0.057609
1905-09-30,0.014085,0.033586,0.035753,0.086674
1905-10-31,-0.005342,0.054487,0.007479,0.039530
1905-11-30,0.024705,0.052632,-0.013963,0.066595
1905-12-31,0.034591,0.002096,-0.025157,0.031447
1906-01-31,-0.007092,-0.044580,-0.082067,-0.031408
1906-02-28,-0.024490,-0.063265,-0.007143,-0.055102
1906-03-31,-0.013598,-0.027197,0.049163,-0.126569
1906-04-30,-0.026511,-0.039236,0.031813,-0.110286
1906-05-31,0.013072,0.059913,0.081699,-0.117647
1906-06-30,-0.025806,0.078495,0.058065,-0.156989
1906-07-31,0.073951,0.073951,0.055188,-0.101545
1906-08-31,0.030832,0.020555,-0.048304,-0.226105
1906-09-30,-0.029910,-0.018943,-0.167498,-0.257228
1906-10-31,0.020555,-0.017472,-0.137718,-0.317575
1906-11-30,-0.009063,-0.067472,-0.184290,-0.370594
1906-12-31,-0.028455,-0.151423,-0.203252,-0.332317
1907-01-31,-0.031381,-0.122385,-0.148536,-0.283473
1907-02-28,-0.098272,-0.125270,-0.186825,-0.287257
1907-03-31,0.004790,-0.061078,-0.107784,-0.177246
1907-04-30,-0.034565,-0.029797,-0.208582,-0.137068
1907-05-31,-0.032099,-0.070370,-0.228395,-0.058025
1907-06-30,0.038265,-0.049745,-0.161990,-0.025510
1907-07-31,-0.074939,-0.184275,-0.158477,-0.027027
1907-08-31,-0.010624,-0.169987,-0.123506,0.096946
1907-09-30,-0.108725,-0.118121,-0.077852,0.096644
1907-10-31,-0.058735,0.031627,0.090361,0.245482
1907-11-30,0.051200,0.056000,0.220800,0.412800
1907-12-31,0.042618,0.045662,0.162861,0.374429
1908-01-31,-0.036496,0.056934,0.156204,0.322628
1908-02-29,0.040909,0.156061,0.251515,0.333333
1908-03-31,0.053857,0.112082,0.189229,0.298399
1908-04-30,0.053867,0.093923,0.142265,0.287293
1908-05-31,0.001311,0.082569,0.157274,0.262123
1908-06-30,0.036649,0.069372,0.181937,0.282723
1908-07-31,0.042929,0.044192,0.143939,0.255051
1908-08-31,-0.010896,0.069007,0.065375,0.232446
1908-09-30,0.012240,0.105263,0.091799,0.247246
1908-10-31,0.067715,0.095526,0.126965,0.237001
1908-11-30,0.022650,-0.003398,0.090600,0.152888
1908-12-31,0.003322,-0.012182,0.085271,0.140642
1909-01-31,-0.028698,0.028698,0.097130,0.112583
1909-02-28,0.013636,0.094318,0.156818,0.104545
1909-03-31,0.044843,0.098655,0.142377,0.116592
1909-04-30,0.033262,0.066524,0.097639,0.042918
1909-05-31,0.017653,0.057113,0.057113,-0.007269
1909-06-30,0.014286,0.039796,0.051020,-0.071429
