date,XLV,XLP,XLU,XLE,XLB,XLI,XLY,XLF,XLRE,XLK,SMH,SPHQ,MTUM,USMV,VLUE,IWM,SCHD,VOO
2021-01-01,105.76383209228516,55.88472366333008,26.499608993530273,16.169097900390625,31.835372924804688,78.30765533447266,77.65337371826172,26.417177200317383,30.861663818359375,61.919654846191406,109.93596649169922,38.99457931518555,154.78091430664062,60.62620162963867,78.1688232421875,192.96255493164062,17.61250114440918,315.64501953125
2021-02-01,103.53878784179688,55.19586944580078,24.883617401123047,19.800153732299805,33.146820068359375,83.70246124267578,77.24116516113281,29.48320960998535,31.348600387573242,62.764915466308594,116.89276123046875,39.777095794677734,153.87408447265625,60.39665222167969,83.56700134277344,204.93115234375,18.67933464050293,324.3762512207031
2021-03-01,107.33609008789062,59.56443786621094,27.305469512939453,20.174365997314453,35.51284408569336,90.94477844238281,80.5580062866211,31.070980072021484,33.15362548828125,63.783077239990234,118.15411376953125,41.29551315307617,151.94712829589844,63.52759552001953,89.20891571044922,207.40000915527344,20.206165313720703,338.02532958984375
2021-04-01,111.94351959228516,60.999908447265625,28.66059112548828,20.525558471679688,37.58171463012695,94.44927215576172,85.89478302001953,33.23427200317383,36.26585388183594,67.2336654663086,117.88729858398438,42.75020217895508,162.7642059326172,66.32827758789062,91.2171401977539,211.50494384765625,20.79875373840332,357.16058349609375
2021-05-01,114.03791046142578,62.078243255615234,27.9904727935791,21.697500228881836,39.491573333740234,97.40515899658203,82.9759292602539,34.819915771484375,36.68133544921875,66.60802459716797,120.8902587890625,43.55399703979492,161.0440216064453,66.9090347290039,93.8150863647461,212.07864379882812,21.46851348876953,359.5443420410156
2021-06-01,116.20610809326172,61.34184265136719,27.16141128540039,22.38736343383789,37.251338958740234,94.88478088378906,85.7171630859375,33.62839126586914,37.588623046875,71.0645980834961,127.22125244140625,45.423248291015625,163.91725158691406,67.85858917236328,91.89942169189453,215.71827697753906,21.10293960571289,366.42535400390625
2021-07-01,122.40225982666016,63.099143981933594,28.558515548706055,20.735326766967773,38.190303802490234,96.07718658447266,86.7481918334961,33.605167388916016,39.58134841918945,73.96241760253906,127.65786743164062,46.77142333984375,165.55203247070312,70.47049713134766,91.67713165283203,208.20578002929688,21.392873764038086,376.66583251953125
2021-08-01,125.23653411865234,63.76094055175781,29.671064376831055,20.319698333740234,38.913028717041016,97.14615631103516,88.29631042480469,35.335121154785156,40.69078826904297,76.59497833251953,131.38853454589844,47.6807861328125,172.37156677246094,71.79264068603516,92.38011169433594,212.7928009033203,21.83978271484375,387.78399658203125
2021-09-01,117.90999603271484,60.74317932128906,27.653743743896484,21.868864059448242,35.958534240722656,90.94611358642578,86.27701568603516,34.53455352783203,37.93426513671875,71.99525451660156,124.32498931884766,45.51518249511719,166.09117126464844,67.95567321777344,88.48735809326172,206.03944396972656,20.86725425720215,368.4905700683594
2021-10-01,124.38584899902344,63.261558532714844,29.18476676940918,24.420669555664062,38.85944366455078,97.4412612915039,96.85472869873047,37.20705795288086,41.03889846801758,78.01931762695312,132.7517547607422,48.27140808105469,180.6845703125,71.97093963623047,91.33956909179688,215.44976806640625,21.960037231445312,395.72052001953125
2021-11-01,120.58415985107422,62.40919876098633,28.687515258789062,23.196874618530273,38.6448860168457,93.97219848632812,98.43888092041016,35.08146667480469,40.66987228393555,81.49213409423828,147.9169921875,47.66203689575195,173.5492401123047,70.49531555175781,90.47219848632812,206.1156463623047,21.509565353393555,392.8145751953125
2021-12-01,130.95738220214844,68.46454620361328,31.22171401977539,23.583559036254883,41.36576461791992,98.67221069335938,98.43888092041016,36.08880615234375,44.46309280395508,83.97958374023438,149.80418395996094,49.88390350341797,172.2890167236328,75.07992553710938,96.88898468017578,210.15919494628906,22.900657653808594,409.2279357910156
2022-01-01,122.44719696044922,67.91476440429688,30.442842483520508,28.3740177154541,38.74895477294922,94.29862976074219,89.1877212524414,36.270999908447266,40.974891662597656,78.3798599243164,134.32110595703125,47.95162582397461,157.11209106445312,70.81310272216797,95.6388168334961,190.69857788085938,22.452007293701172,389.2021484375
2022-02-01,121.26217651367188,66.95819854736328,29.862565994262695,30.379831314086914,38.257991790771484,93.50298309326172,85.56137084960938,35.76955032348633,39.01011276245117,74.55691528320312,130.78506469726562,46.70063400268555,152.9040985107422,68.64385223388672,93.580078125,192.66966247558594,22.01793098449707,377.60205078125
2022-03-01,127.82170867919922,67.84324645996094,32.733192443847656,32.902156829833984,40.4466552734375,96.39542388916016,89.2118148803711,35.583831787109375,41.82313537597656,76.90873718261719,131.58494567871094,46.945194244384766,159.83827209472656,72.21894073486328,93.19685363769531,194.51751708984375,22.529111862182617,390.5946350097656
2022-04-01,121.94932556152344,69.72249603271484,31.5357723236084,32.65630340576172,39.1619987487793,89.35297393798828,78.66565704345703,32.171260833740234,40.565433502197266,68.56185913085938,112.10497283935547,43.75661849975586,139.88565063476562,68.60684204101562,88.45489501953125,175.60643005371094,21.742767333984375,357.4832763671875
2022-05-01,123.76509094238281,66.87577056884766,32.894386291503906,37.89262008666992,39.622562408447266,88.93973541259766,74.6377182006836,33.06620407104492,38.4936408996582,68.09158325195312,119.28926086425781,44.464508056640625,139.0478515625,68.6348648071289,91.91017150878906,175.9481964111328,22.59074592590332,358.408447265625
2022-06-01,120.03055572509766,64.8193130493164,31.03569984436035,31.074552536010742,33.89772033691406,82.02740478515625,66.39830017089844,29.318641662597656,35.56875228881836,61.629058837890625,99.36544036865234,39.64146041870117,129.83189392089844,65.59835052490234,81.23921966552734,160.80401611328125,20.590087890625,327.4460754394531
2022-07-01,124.44739532470703,67.39604187011719,32.98810958862305,34.459434509277344,36.23314666748047,90.21691131591797,78.82337188720703,31.592994689941406,38.908729553222656,70.10102081298828,115.6702880859375,43.14591979980469,136.8917999267578,69.17282104492188,86.5840835571289,178.25875854492188,21.60630226135254,359.03350830078125
2022-08-01,117.26629638671875,66.14747619628906,33.162086486816406,35.37343215942383,34.97174072265625,87.66059875488281,75.27986145019531,30.97444725036621,36.72373580932617,65.74580383300781,104.65245056152344,41.51455307006836,134.16195678710938,66.98920440673828,83.49372863769531,174.68881225585938,21.01701545715332,344.209228515625
2022-09-01,113.83554077148438,60.37506103515625,29.2231388092041,31.647140502929688,31.53995132446289,78.1427230834961,68.95772552490234,28.4533748626709,31.599077224731445,57.73537826538086,90.28876495361328,37.69221496582031,125.20892333984375,61.94719314575195,73.96964263916016,157.00099182128906,19.283985137939453,311.17694091796875
2022-10-01,125.27376556396484,66.24080657958984,29.991436004638672,39.979129791259766,34.54925537109375,89.42611694335938,69.8685531616211,32.0135612487793,32.52429962158203,62.30721664428711,92.28846740722656,41.41146469116211,142.00440979003906,67.04349517822266,84.41512298583984,175.42974853515625,21.640771865844727,337.9169921875
2022-11-01,131.19064331054688,70.29322052001953,32.07979202270508,40.489967346191406,38.59275817871094,96.41148376464844,70.90666961669922,34.2087287902832,34.74689483642578,66.24922943115234,111.07098388671875,44.35649871826172,146.928955078125,70.87643432617188,89.25679779052734,179.29568481445312,23.120006561279297,356.5193176269531
2022-12-01,128.19915771484375,67.88909912109375,31.662111282348633,38.85527420043945,36.22821044921875,93.08464813232422,62.655181884765625,32.220829010009766,32.70139694213867,60.63588333129883,98.98013305664062,41.935665130615234,140.35968017578125,67.90049743652344,83.10211944580078,166.84628295898438,22.127017974853516,334.48028564453125
2023-01-01,126.3677978515625,67.63301849365234,31.282764434814453,40.359474182128906,39.734619140625,96.99544525146484,72.33165740966797,34.660240173339844,36.350399017333984,66.439453125,116.95580291748047,44.191627502441406,140.3852081298828,69.25776672363281,89.74784088134766,184.07395935058594,22.795778274536133,357.2222595214844
2023-02-01,120.50235748291016,66.06464385986328,29.430877685546875,37.55903244018555,38.41091537475586,96.15738677978516,70.7945556640625,33.8638916015625,34.218990325927734,66.71312713623047,118.09033203125,43.290931701660156,134.71678161621094,66.83562469482422,86.11860656738281,180.90162658691406,22.038972854614258,348.2974853515625
2023-03-01,122.67228698730469,68.52266693115234,30.64886474609375,37.1730842590332,37.86172103881836,96.35736846923828,72.74027252197266,30.47939682006836,33.47568130493164,73.79393768310547,129.8253631591797,45.34146499633789,134.49427795410156,68.8225326538086,85.0711898803711,171.4998779296875,21.628053665161133,359.73809814453125
2023-04-01,127.02241516113281,71.36803436279297,31.463165283203125,38.6040153503418,37.97453689575195,95.62435150146484,72.14254760742188,31.602468490600586,34.04761505126953,73.86868286132812,121.96255493164062,46.30339050292969,138.54039001464844,70.16554260253906,84.89363861083984,169.04510498046875,21.63218116760254,366.963134765625
2023-05-01,121.60018920898438,66.97203826904297,29.615877151489258,34.73137283325195,35.367469787597656,92.6121826171875,73.97221374511719,30.25910186767578,32.50532531738281,80.45579528808594,142.3891143798828,45.92803955078125,131.85519409179688,67.90338134765625,81.77894592285156,167.6653289794922,20.74388313293457,368.73046875
2023-06-01,126.26136779785156,68.35443115234375,29.84849739074707,36.80827331542969,39.06827926635742,102.62405395507812,82.85220336914062,32.116947174072266,33.993507385253906,85.1475830078125,150.20262145996094,48.5555305480957,140.3698272705078,70.65031433105469,86.9422836303711,180.6910858154297,21.64708709716797,391.19677734375
2023-07-01,128.1374969482422,70.30579376220703,30.83803367614746,40.01909637451172,40.6100959777832,106.01063537597656,84.94020080566406,33.81142807006836,34.77570343017578,87.52950286865234,158.46006774902344,50.58662033081055,143.3643035888672,71.90864562988281,90.7501220703125,192.2601318359375,22.761646270751953,405.6557922363281
2023-08-01,127.2396469116211,67.53070068359375,28.948299407958984,40.67783737182617,39.26936721801758,103.90809631347656,83.45885467529297,32.90226364135742,33.71030807495117,86.20932006835938,154.11923217773438,50.692893981933594,143.80392456054688,71.45062255859375,88.11035919189453,182.4879608154297,22.421693801879883,399.0504455566406
2023-09-01,122.96998596191406,63.86457824707031,27.09535789489746,41.350311279296875,37.21328353881836,97.33163452148438,78.70193481445312,31.744266510009766,31.024045944213867,80.4525375366211,143.03038024902344,48.34519577026367,136.47694396972656,69.06510925292969,84.62176513671875,171.00326538085938,21.28752326965332,378.675048828125
2023-10-01,119.44613647460938,63.40970230102539,27.66718864440918,39.25908279418945,36.207340240478516,94.81690979003906,74.49282836914062,31.10751724243164,30.381072998046875,80.66372680664062,137.0814666748047,47.189117431640625,134.65020751953125,68.82301330566406,82.17945098876953,159.92697143554688,20.659536361694336,371.8629455566406
2023-11-01,125.93923950195312,66.02608489990234,29.090177536010742,38.97796630859375,39.230167388916016,103.19390106201172,82.66204833984375,34.51050567626953,34.171817779541016,91.06576538085938,158.3219451904297,50.359615325927734,147.07376098632812,73.2353744506836,88.94551849365234,174.64431762695312,21.96176528930664,405.96435546875
2023-12-01,130.8018798828125,67.30622863769531,29.354381561279297,38.63694381713867,40.72016906738281,109.88390350341797,87.57437133789062,36.144710540771484,36.76936340332031,94.66588592529297,172.51844787597656,52.434505462646484,153.7166290283203,74.84683227539062,95.06316375732422,195.10667419433594,23.109180450439453,422.8069763183594
2024-01-01,135.24111938476562,68.65440368652344,28.751296997070312,38.807987213134766,39.408424377441406,109.41893005371094,83.8598861694336,37.444271087646484,35.37016677856445,97.43787384033203,184.47579956054688,54.18463897705078,162.67108154296875,76.89190673828125,94.87020874023438,188.1826629638672,23.380176544189453,431.37506103515625
2024-02-01,139.5185546875,70.09490966796875,29.0554141998291,40.078163146972656,41.9730110168457,117.2795639038086,90.47860717773438,38.97064208984375,36.279232025146484,102.02191162109375,210.3601837158203,56.8802375793457,178.9333038330078,78.50265502929688,97.26322937011719,198.7684326171875,23.809511184692383,453.8370361328125
2024-03-01,142.32200622558594,71.89318084716797,30.716394424438477,43.925926208496094,44.52802276611328,122.0870590209961,90.22346496582031,40.690216064453125,36.6688346862793,102.65776062011719,223.30238342285156,58.79733657836914,183.98085021972656,80.61495971679688,102.44657135009766,205.17845153808594,24.726442337036133,467.220947265625
2024-04-01,135.6810760498047,71.60681915283203,31.484375,43.86347961425781,42.6385498046875,118.1475830078125,86.35358428955078,39.13676071166992,33.79914093017578,96.90263366699219,212.484130859375,56.960845947265625,174.07594299316406,77.93362426757812,96.10743713378906,191.61444091796875,23.794044494628906,449.9335021972656
2024-05-01,138.939453125,73.35193634033203,34.30541229248047,43.7133903503418,44.03369140625,120.08235168457031,86.52568817138672,40.377967834472656,35.536258697509766,103.76042175292969,238.67617797851562,60.017372131347656,183.40338134765625,80.21012115478516,99.11587524414062,201.26849365234375,24.282346725463867,472.5457458496094
2024-06-01,140.92153930664062,72.6311264038086,32.14481735229492,42.75188064575195,42.48460388183594,118.48787689208984,89.6873550415039,39.86402893066406,35.87247848510742,111.69452667236328,258.7445068359375,62.048553466796875,191.53172302246094,81.33383178710938,98.4970474243164,198.45152282714844,24.032012939453125,487.6692810058594
2024-07-01,145.2398681640625,74.3930892944336,34.61530303955078,44.06916046142578,44.5383186340332,124.73867797851562,92.38847351074219,42.58226013183594,38.85963821411133,108.2156753540039,245.13735961914062,63.264930725097656,187.89288330078125,84.62333679199219,103.0161361694336,219.5740203857422,25.7921142578125,495.0777587890625
2024-08-01,152.5877685546875,78.84616088867188,36.279727935791016,43.15666580200195,45.572750091552734,128.2508087158203,92.20614624023438,44.52932357788086,41.086116790771484,108.9723892211914,241.6338348388672,65.26277160644531,194.1897735595703,88.78450775146484,103.43743896484375,215.8663787841797,26.401151657104492,506.9280090332031
2024-09-01,149.5010986328125,79.31439208984375,38.414947509765625,41.5113410949707,46.58784103393555,132.1336669921875,98.73529052734375,44.12043762207031,42.14275360107422,111.65800476074219,243.60890197753906,65.87975311279297,199.49293518066406,88.77479553222656,104.40450286865234,216.660888671875,26.401151657104492,516.3514404296875
2024-10-01,143.09255981445312,76.96914672851562,38.258731842041016,42.230743408203125,45.344032287597656,130.98684692382812,97.22064971923828,45.41384506225586,41.041595458984375,110.114501953125,239.86717224121094,64.49324798583984,199.58116149902344,87.88343811035156,103.85319519042969,214.31964111328125,26.688011169433594,513.0520629882812
2024-11-01,143.61868286132812,79.94722747802734,39.704627990722656,45.53903579711914,46.0189208984375,140.9310302734375,109.76763916015625,50.1623649597168,42.75165939331055,115.80751037597656,240.31381225585938,67.83232116699219,213.4939727783203,92.33670043945312,110.5599365234375,238.04873657226562,27.917001724243164,543.2657470703125
2024-12-01,134.0317840576172,75.51852416992188,36.238311767578125,40.83401870727539,40.852840423583984,128.96083068847656,110.77989196777344,47.221405029296875,38.637996673583984,115.20799255371094,240.35350036621094,65.82887268066406,204.02813720703125,86.7115249633789,101.91353607177734,217.46908569335938,25.82771873474121,528.8952026367188
2025-01-01,143.74044799804688,76.44969940185547,37.59573745727539,42.12836456298828,43.33540344238281,136.0922088623047,114.8585205078125,50.503849029541016,39.773712158203125,114.54811096191406,242.8643035888672,68.70423889160156,216.81814575195312,90.21060943603516,106.88282012939453,223.56369018554688,26.55522918701172,544.8865356445312
2025-02-01,145.7565460205078,80.41834259033203,38.24260711669922,43.74351119995117,43.32075881958008,134.1051788330078,106.83916473388672,51.200523376464844,41.434959411621094,111.9277114868164,232.04795837402344,69.2262191772461,216.12550354003906,92.78106689453125,108.00994110107422,211.88601684570312,27.232707977294922,537.9933471679688
2025-03-01,142.89877319335938,79.05350494384766,38.06399154663086,44.92122268676758,41.96393585205078,128.93101501464844,97.68688201904297,48.87500762939453,40.186622619628906,102.47343444824219,210.81402587890625,65.33599853515625,199.99746704101562,91.88826751708984,103.62775421142578,196.92123413085938,26.67927360534668,506.0680236816406
2025-04-01,138.0087127685547,79.62796020507812,38.35846710205078,38.99798583984375,41.1390495300293,129.47508239746094,97.85655212402344,48.018497467041016,39.91232681274414,104.38844299316406,210.62461853027344,65.34659576416016,207.9546356201172,91.10698699951172,100.28203582763672,192.78248596191406,24.85964012145996,503.70196533203125
2025-05-01,130.31590270996094,80.60104370117188,39.82668685913086,39.49696731567383,42.34050750732422,140.92080688476562,106.06170654296875,50.18504333496094,40.327880859375,114.7989501953125,239.0063018798828,69.44619750976562,229.68951416015625,92.06196594238281,104.6136474609375,202.88363647460938,25.196624755859375,535.3427124023438
2025-06-01,132.42822265625,78.79109954833984,39.70028305053711,41.08595275878906,43.06138229370117,145.55831909179688,107.8128662109375,51.573604583740234,40.028289794921875,125.89552307128906,278.0149230957031,70.39453125,238.3993682861328,92.4164047241211,110.69549560546875,213.4893341064453,25.51435089111328,561.301513671875
2025-07-01,128.75636291503906,78.1656723022461,41.938987731933594,42.59231185913086,43.24131774902344,150.44509887695312,110.0803451538086,51.75035095214844,40.38063430786133,130.83999633789062,287.88421630859375,70.6856460571289,239.8522186279297,91.49561309814453,111.18875122070312,217.651123046875,25.764869689941406,575.9102172851562
2025-08-01,135.66653442382812,79.14543151855469,41.27810287475586,44.1453857421875,45.48396682739258,150.44509887695312,115.20579528808594,53.3511848449707,41.25826644897461,130.6956024169922,289.3895568847656,71.68582916259766,242.27769470214844,93.1257553100586,117.81381225585938,233.30606079101562,27.145475387573242,587.8641357421875
2025-09-01,137.38421630859375,76.7842025756836,42.69287872314453,43.63257598876953,44.17287826538086,152.64224243164062,119.13314819335938,53.232601165771484,41.08273696899414,140.36143493652344,325.3476257324219,72.57706451416016,254.92190551757812,93.99516296386719,123.1000747680664,240.04222106933594,26.542675018310547,606.994384765625
2025-10-01,143.05026245117188,75.24933624267578,43.91171646118164,43.40892791748047,42.42634582519531,154.0977325439453,119.48768615722656,51.92070770263672,40.18772506713867,149.9259033203125,361.8939208984375,73.55911254882812,253.30606079101562,92.41521453857422,129.07638549804688,244.97128295898438,26.25708770751953,623.3029174804688
2025-11-01,156.33880615234375,78.2975845336914,44.66575241088867,44.551658630371094,44.27355194091797,152.73623657226562,117.75959777832031,52.872474670410156,40.94430923461914,142.71580505371094,351.187255859375,74.21464538574219,249.35032653808594,94.54756927490234,132.3030548095703,247.4783935546875,27.08160972595215,624.664794921875
2025-12-01,153.51251220703125,76.63041687011719,42.078365325927734,44.0443229675293,44.91735076904297,154.1573486328125,118.93490600585938,54.30012130737305,39.64729690551758,143.5734405517578,359.0129089355469,74.54241943359375,249.41012573242188,93.38717651367188,135.33175659179688,244.90164184570312,26.924558639526367,623.3924560546875
2026-01-01,154.10647583007812,83.0425796508789,42.94972229003906,50.7186164855957,49.05186080932617,164.9764404296875,120.92707824707031,53.16670227050781,41.15339279174805,143.7013397216797,403.4599914550781,77.09685516357422,255.66082763671875,94.60066223144531,146.54470825195312,259.1889343261719,29.56987762451172,634.218017578125
2026-02-01,159.5441131591797,89.50619506835938,47.398616790771484,55.557003021240234,53.17353057861328,176.64364624023438,116.62571716308594,51.16698455810547,43.54730224609375,138.58767700195312,406.3699951171875,80.63341522216797,252.73345947265625,97.40910339355469,150.13912963867188,260.9458312988281,31.503520965576172,629.0543212890625
2026-03-01,146.009765625,81.5211410522461,45.57139205932617,60.862342834472656,49.74876403808594,161.27682495117188,108.76152038574219,49.117515563964844,40.55739974975586,132.73495483398438,383.3999938964844,74.90518951416016,239.77508544921875,92.3598861694336,141.57626342773438,247.55963134765625,30.422664642333984,595.669677734375
2026-04-01,145.99000549316406,84.30999755859375,46.849998474121094,59.650001525878906,51.470001220703125,174.5800018310547,118.3499984741211,52.130001068115234,44.400001525878906,159.5,506.7200012207031,81.08000183105469,283.9800109863281,94.63999938964844,167.07000732421875,277.9700012207031,32.06999969482422,660.5800170898438
2026-05-01,150.8800048828125,84.43000030517578,44.630001068115234,56.95000076293945,51.36000061035156,173.8000030517578,122.05999755859375,51.27000045776367,44.40999984741211,186.85000610351562,599.8300170898438,85.44000244140625,314.6499938964844,96.33000183105469,195.9499969482422,292.0299987792969,32.630001068115234,693.9099731445312
